outage_id,tower_id,region,location,outage_start,outage_end,duration_minutes,outage_type,affected_users,reported_by
a7b776e4-89d4-438a-9ae6-05465219dd75,TWR091,South,Location_1,2024-10-27T23:00:00,2024-10-27T23:46:00,46.0,S0ftware,139.0,Other
67cc18fe-150a-41f2-bd65-1cc3cb64bea5,TWR025,South,Location_89,2024-05-10T18:00:00,2024-05-10T18:49:00,,Unkown,76.0,User
d2ea5908-9573-4a41-a68a-21d21ce81fb2,TWR025,Central,Location_55,2024-02-17T01:00:00,2024-02-17T02:48:00,108.0,Hardware,38.0,Other
057d2230-c28c-4d07-b39c-b6b0f97a67fe,TWR029,West,Location_45,2024-04-30T17:00:00,2024-04-30T17:45:00,45.0,Software,114.0,
40544355-1cb4-46ad-ba00-816d00561cce,TWR089,Central,Location_48,2024-11-18T11:00:00,2024-11-18T12:06:00,66.0,Other,175.0,Admin
d5c72cdc-0cf0-4872-9370-9b1249d5da94,TWR064,South,Location_44,2024-11-16T06:00:00,2024-11-16T08:55:00,175.0,Hardware,81.0,User
2fb61648-8faf-4b3c-afbe-2b345648259b,TWR037,West,Location_33,2024-06-11T20:00:00,2024-06-11T23:59:00,239.0,S0ftware,160.0,User
ea2b9277-11a8-42f9-877c-4c1d6782a15d,TWR076,North,Location_22,2024-09-12T07:00:00,2024-09-12T11:56:00,296.0,Other,110.0,User
1beb9204-f4e9-4306-ad18-f8b0d6cf0eaa,TWR059,South,Location_98,2024-02-26T03:00:00,2024-02-26T03:21:00,21.0,Unkown,134.0,Auto
bad0c0ff-b79a-45ae-b4f7-09e76eeb8258,TWR021,Central,Mismatch_3,2024-06-11T11:00:00,2024-06-11T12:00:00,60.0,S0ftware,16.0,Other
62ba80b0-5a38-41ec-b0f0-36b3ef0f7c10,TWR091,South,Location_72,2024-08-13T18:00:00,2024-08-13T17:37:00,-23.0,S0ftware,64.0,User
7cbb979d-a30a-4b67-8bff-ab00195c58d1,TWR051,Central,Mismatch_9,2024-09-02T07:00:00,2024-09-02T10:26:00,206.0,Other,198.0,Admin
70da05f2-bcd2-4b0d-81e3-9a6cbaa096a6,TWR024,,Location_85,2024-03-19T21:00:00,2024-03-20T01:44:00,284.0,,88.0,Auto
a0b7fdcd-5215-48fb-833c-16acc612240c,TWR019,Central,Location_7,2024-01-14T02:00:00,2024-01-14T02:35:00,35.0,Software,47.0,Other
154e246e-e320-41b0-8217-e6c497944a3a,TWR030,South,Location_83,2024-11-07T18:00:00,2024-11-07T22:17:00,257.0,Power,101.0,Other
cd4bdeef-20a0-4a93-966a-a4b2f02eec2a,TWR036,East,Location_37,2024-12-23T09:00:00,2024-12-23T11:41:00,161.0,Software,156.0,Auto
982da71b-bd4c-46bf-9ea6-66ab3ca07696,TWR032,West,Location_82,2024-04-14T20:00:00,2024-04-15T00:56:00,296.0,Software,89.0,Other
600ac0e2-63a8-4a4f-8657-6167fd6cd4a1,TWR031,North,Location_11,2024-09-15T13:00:00,2024-09-15T13:55:00,55.0,Other,91.0,User
f4248093-7844-4653-8795-374bdeac9bd3,TWR042,Central,Location_38,2024-02-21T08:00:00,2024-02-21T08:15:00,15.0,Software,67.0,Auto
bcc17943-28d8-4d94-ba6a-b420daca47f3,TWR071,North,Location_78,2024-09-23T15:00:00,2024-09-23T16:36:00,96.0,Software,136.0,Other
,TWR057,Central,Location_24,2024-05-22T19:00:00,2024-05-22T21:06:00,126.0,Unkown,137.0,Other
ff798c1f-4435-47db-a9a6-c9274b67b115,TWR070,North,Mismatch_8,2024-05-08T20:00:00,2024-05-09T00:33:00,273.0,Software,115.0,Other
b6ee215d-35d2-4d4a-bba1-7b93139736d1,TWR019,South,Location_36,2024-03-17T04:00:00,2024-03-17T05:47:00,107.0,Other,102.0,User
693261fa-468c-4a83-80e8-61594012aea9,TWR047,East,Location_44,2024-12-13T10:00:00,2024-12-13T13:18:00,198.0,S0ftware,135.0,User
d65de197-908e-41c5-bf06-c033d59ec5ae,TWR088,Central,Location_35,2024-04-02T10:00:00,2024-04-02T14:56:00,296.0,S0ftware,146.0,Auto
745930c2-9b1c-49ea-86ed-f3918d479978,TWR051,South,Location_31,2024-02-10T23:00:00,2024-02-11T01:47:00,167.0,Power,112.0,Admin
c8c2d7b5-b426-401e-98a0-1eca17669fd1,TWR035,North,Location_40,2024-08-16T01:00:00,2024-08-16T00:48:00,-12.0,Hardware,70.0,Other
085c603d-4011-4e23-b08e-e5ab7c6ab820,TWR061,North,Location_15,2024-10-27T14:00:00,2024-10-27T17:19:00,199.0,S0ftware,97.0,Other
6be5fc2f-daf4-4159-ab4e-cb57a38081b1,TWR093,North,Mismatch_5,2024-05-26T14:00:00,2024-05-26T16:48:00,168.0,S0ftware,109.0,User
3a77cffa-6775-456e-847c-90d850274568,TWR086,East,Mismatch_7,2024-02-28T16:00:00,2024-02-28T20:26:00,266.0,Other,108.0,
1a34b139-3290-4069-8966-a4ac70878935,TWR089,East,Location_63,2024-07-03T13:00:00,2024-07-03T13:09:00,9.0,S0ftware,96.0,Other
30e7642e-066d-4f80-8a31-fbe57928e55a,TWR085,South,Location_94,2024-03-15T02:00:00,2024-03-15T02:02:00,2.0,Software,164.0,Other
252c3ed0-bfaa-4596-8bbb-8f6731b75cc1,TWR073,,Location_32,2024-10-27T20:00:00,2024-10-27T22:50:00,170.0,S0ftware,163.0,Auto
8aea26bd-97bf-4580-8169-71ce5334b3f5,TWR089,Central,Location_39,2024-10-04T11:00:00,2024-10-04T10:30:00,-30.0,S0ftware,116.0,Other
bd42177a-71ff-4039-b72a-4f23d9fb89d7,TWR002,Central,Location_80,2024-05-18T12:00:00,2024-05-18T15:04:00,184.0,Power,74.0,Auto
4e846e7d-1cfa-499a-88eb-d4c14306d838,TWR063,West,Location_77,2024-10-26T05:00:00,2024-10-26T09:15:00,255.0,Power,75.0,User
5fc41d55-1387-4d5e-a65e-aa1526303503,TWR092,East,Location_51,2024-03-26T01:00:00,2024-03-26T02:05:00,65.0,Other,62.0,Auto
a2beda92-1bc6-43e3-904e-0306ef737e50,TWR084,North,Location_61,2024-03-28T12:00:00,2024-03-28T12:12:00,12.0,Unkown,178.0,User
6ff590a4-d79b-4629-b3c0-58635d0a70c3,TWR002,North,Location_52,2024-06-18T20:00:00,2024-06-18T22:58:00,178.0,Unkown,57.0,Admin
41167373-02a6-4705-b86e-86a8db9920b2,TWR046,South,Location_91,2024-09-15T23:00:00,2024-09-15T22:32:00,-28.0,Software,41.0,User
7ab7db78-9fa9-47c8-bba3-b81a370690b2,TWR020,East,Mismatch_4,2024-11-20T23:00:00,2024-11-21T01:57:00,177.0,Power,219.0,User
11120ba2-325d-48f2-89f2-be685f414fd4,TWR071,East,Location_91,2024-06-14T13:00:00,2024-06-14T13:01:00,1.0,Hardware,124.0,Admin
c4357956-70aa-48a1-a8c8-36418a0e1df2,TWR032,,Location_58,2024-12-24T19:00:00,2024-12-24T23:08:00,248.0,Unkown,183.0,User
,TWR016,Central,Mismatch_7,2024-06-12T08:00:00,2024-06-12T12:44:00,284.0,Hardware,137.0,Admin
67568aa4-5dc6-4cec-8d62-9796cefd18b4,TWR042,Central,Location_20,2024-05-23T21:00:00,2024-05-24T00:00:00,180.0,S0ftware,101.0,Admin
4dee31aa-f702-4926-b266-3eb2bfd828b2,TWR079,Central,Mismatch_3,2024-12-24T03:00:00,2024-12-24T04:49:00,109.0,Software,68.0,Admin
a5164ead-19ab-4343-8c4b-f690e3e98d39,TWR036,West,Location_16,2024-07-04T17:00:00,2024-07-04T16:53:00,-7.0,Software,83.0,User
8b52bb50-adab-44a2-8599-f8c9c1ea4211,TWR057,North,Mismatch_2,2024-11-09T00:00:00,2024-11-09T05:00:00,300.0,Hardware,125.0,Other
1345f340-9d97-4659-94dc-4f11d01ef2ed,TWR080,Central,Mismatch_2,2024-08-30T03:00:00,2024-08-30T03:12:00,12.0,S0ftware,69.0,Other
11825760-d715-4854-87a5-00f9d52db5a1,TWR031,East,Mismatch_2,2024-10-08T13:00:00,2024-10-08T17:39:00,279.0,Hardware,139.0,Admin
136b6d5a-801b-4d12-b8d6-228dd104124b,TWR032,North,Location_97,2024-03-19T14:00:00,2024-03-19T15:02:00,62.0,Power,71.0,Other
66e7135a-f056-413f-941c-001fa23dffbd,TWR002,East,Location_20,2024-03-06T08:00:00,2024-03-06T07:59:00,-1.0,Other,76.0,Admin
acd9f0ca-0f83-4e9d-b277-6668395e66b5,TWR006,Central,Location_35,2024-10-02T23:00:00,2024-10-03T00:41:00,,Power,76.0,User
4e194703-296b-4150-afd4-7f871557cbb9,TWR096,West,Mismatch_3,2024-02-27T01:00:00,2024-02-27T04:51:00,231.0,Power,120.0,Admin
bb152b10-8580-4d01-a64e-c5b0abb9cef4,TWR092,East,Location_32,2024-03-05T23:00:00,2024-03-06T01:50:00,170.0,Software,105.0,Admin
760152f2-110c-4bbf-965c-de3a0d201984,TWR051,West,Location_92,2024-09-09T02:00:00,2024-09-09T04:20:00,140.0,Other,172.0,Other
3f719d68-3f64-4c5c-9f0b-f27ff70aef2a,TWR069,East,Location_45,2024-03-04T18:00:00,2024-03-04T20:52:00,172.0,Unkown,109.0,User
bf4d99c4-77b5-4afa-95b4-7c7adc6e2f2e,TWR043,East,Location_87,2024-10-20T03:00:00,2024-10-20T07:03:00,243.0,Other,0.0,Auto
497f639d-7002-4c53-bf0c-d30722a5a6fa,TWR097,South,Location_62,2024-03-14T15:00:00,2024-03-14T16:42:00,102.0,Other,78.0,User
650b794d-8cba-4af3-8898-65c1eedf1401,TWR089,South,Location_81,2024-06-30T17:00:00,2024-06-30T21:43:00,283.0,Unkown,60.0,User
5b2cfdb4-1b8b-4f4c-984f-82ffcab8e042,TWR019,West,Mismatch_4,2024-06-07T19:00:00,2024-06-07T21:33:00,153.0,Other,121.0,Auto
fee01526-af63-4909-988e-4e4312439e1f,TWR048,North,Location_58,2024-10-10T13:00:00,2024-10-10T16:25:00,205.0,Hardware,146.0,User
8decec19-f9c5-4d4b-8505-d2915a334666,TWR013,Central,Location_15,2024-01-27T05:00:00,2024-01-27T07:10:00,130.0,Power,80.0,User
1ad2c57b-f61b-4d2a-b795-d04891367924,TWR099,West,Location_11,2024-10-18T16:00:00,2024-10-18T17:02:00,62.0,Power,88.0,User
0b44b097-d330-44a4-b84f-b57a1f6df875,TWR073,Central,Location_63,2024-05-13T04:00:00,2024-05-13T08:26:00,266.0,Other,168.0,Other
8ee1ecae-21b1-4bc0-84ce-f3dc48581760,TWR062,East,Location_53,2024-11-21T21:00:00,2024-11-22T00:30:00,210.0,Other,31.0,Other
14188368-a806-42e0-9725-bc0f701df530,TWR059,Central,Location_61,2024-04-17T03:00:00,2024-04-17T02:52:00,-8.0,Unkown,140.0,Admin
3dc2cf4b-b694-4cc2-975f-54a1993a53d1,TWR078,East,Location_79,2024-06-18T18:00:00,2024-06-18T22:57:00,297.0,S0ftware,64.0,Other
8a1691f5-9309-40df-aaaf-13c61c250434,TWR079,West,Location_5,2024-05-02T23:00:00,2024-05-03T03:09:00,249.0,S0ftware,37.0,Admin
017b47b7-45f8-4563-a6eb-ae60d62aab58,TWR080,Central,Mismatch_6,2024-08-24T13:00:00,,53.0,S0ftware,51.0,Auto
905d4fe5-50b3-41fd-b399-ba2523ce34c9,TWR068,South,Location_42,2024-07-26T14:00:00,2024-07-26T18:05:00,245.0,Software,39.0,Other
8290e9c5-dfa1-45ab-9acb-06461dea851d,TWR083,North,Mismatch_7,2024-06-10T15:00:00,2024-06-10T15:07:00,7.0,Software,101.0,User
5bf70d87-5481-4910-b80a-e945632599a5,TWR027,Central,Location_77,2024-08-21T16:00:00,2024-08-21T19:13:00,193.0,Hardware,84.0,Other
8b61e1f5-c97d-467a-ba6b-c848f1e0efc1,TWR090,North,Location_12,2024-12-07T22:00:00,2024-12-07T22:09:00,9.0,,131.0,Other
5520956c-b3f2-4840-a0ee-b5204f40b704,TWR041,East,Mismatch_4,2024-03-11T18:00:00,2024-03-11T21:28:00,208.0,Hardware,104.0,User
9d16e8ec-4d0e-4511-98f5-a0472df5a606,TWR084,Central,Location_61,2024-03-17T03:00:00,2024-03-17T05:20:00,140.0,Hardware,96.0,Auto
4b3292c3-fc80-4451-838e-855140ea993f,TWR029,West,Location_3,2024-05-30T17:00:00,2024-05-30T17:01:00,1.0,Other,101.0,User
9aca7131-906c-48e7-b832-1d42f04feccb,TWR027,East,Location_73,2024-12-05T13:00:00,2024-12-05T13:01:00,1.0,S0ftware,186.0,Auto
90a2c887-9896-4eeb-ad7f-99530a2f4d74,TWR062,West,Mismatch_10,2024-01-20T04:00:00,2024-01-20T07:12:00,192.0,Power,75.0,Other
e1e8c237-e6c2-4297-b630-24a156ad90fb,TWR013,Central,Location_87,2024-05-03T22:00:00,2024-05-03T23:38:00,98.0,Hardware,110.0,Admin
26749aab-6343-4dba-b69b-89a405448914,TWR045,North,Location_11,2024-06-21T10:00:00,2024-06-21T09:32:00,-28.0,Power,159.0,User
94131adf-401d-4f8e-a4dc-a03239bc06a1,TWR011,North,Location_33,2024-03-25T10:00:00,2024-03-25T13:04:00,184.0,Unkown,68.0,User
cd5536d7-c9dc-43d4-b4bb-4ff0a9fae57b,TWR013,South,Mismatch_5,2024-10-17T19:00:00,2024-10-17T21:36:00,156.0,Power,128.0,User
285a2fe0-5538-4d48-af0e-23fc6f1ae9fb,TWR046,East,Mismatch_8,2024-11-26T12:00:00,2024-11-26T15:01:00,181.0,Software,119.0,Admin
ab8f48a7-60f1-4061-83bb-24351695d247,TWR062,South,Location_46,2024-01-17T03:00:00,2024-01-17T03:09:00,9.0,S0ftware,,Other
bf6511f6-f356-49e4-bd74-ff517bd5357c,TWR041,East,Location_39,2024-08-18T15:00:00,2024-08-18T17:19:00,139.0,S0ftware,85.0,User
6dffded5-ffc6-430b-8c1f-2d33bab8cb24,TWR046,South,Location_71,2024-04-03T17:00:00,2024-04-03T20:03:00,183.0,Software,157.0,Admin
22d15464-52db-4421-aebc-76efc9f97fed,TWR041,North,Location_51,2024-02-12T22:00:00,2024-02-13T00:21:00,141.0,S0ftware,91.0,Other
b43fbf09-6be7-4128-8b31-1b566446fec1,TWR049,Central,Location_9,2024-05-29T20:00:00,2024-05-30T00:45:00,285.0,Other,118.0,Admin
666964b3-ba88-4258-8922-aa5e8d393237,TWR055,East,Location_3,2024-04-12T12:00:00,2024-04-12T12:12:00,12.0,Power,50.0,User
144b0b7a-92a5-47b3-8808-1dea1980576c,TWR042,West,Location_86,2024-07-18T16:00:00,2024-07-18T19:06:00,186.0,S0ftware,32.0,Admin
2ae1232c-2f13-4b73-bd18-c245bdda8a52,TWR062,West,Location_34,2024-04-21T17:00:00,2024-04-21T17:31:00,31.0,S0ftware,100.0,User
9716cf9a-948b-4410-997b-3eeadc4cd881,TWR070,West,Location_12,2024-02-22T12:00:00,2024-02-22T13:16:00,76.0,Hardware,116.0,Auto
547edec0-0269-4b15-aafa-3eeb142a0424,TWR098,South,Location_63,2024-04-03T11:00:00,2024-04-03T15:58:00,298.0,Other,53.0,Auto
167f1170-bfe7-4c2d-bc72-f1161140998e,TWR084,East,Location_20,2024-10-27T01:00:00,2024-10-27T03:58:00,178.0,Unkown,59.0,Admin
bf97c3cd-a1fc-48a6-abf5-f49d1ee019a0,TWR051,North,Location_9,2024-01-30T20:00:00,2024-01-31T00:21:00,261.0,Hardware,131.0,Auto
,TWR092,Central,Location_79,2024-12-24T09:00:00,2024-12-24T08:49:00,-11.0,Software,153.0,Other
ed8d8be1-fdcf-4475-bea7-d9186600d8ae,TWR083,North,Location_58,2024-05-29T17:00:00,2024-05-29T21:46:00,286.0,S0ftware,116.0,User
e1d220ed-fa3d-430e-8b56-0d707b35203b,TWR032,South,Location_79,2024-01-14T01:00:00,2024-01-14T02:51:00,111.0,Software,95.0,User
e80d9953-3c43-49c6-8b86-2522d281a003,TWR037,Central,Location_17,2024-03-25T04:00:00,,215.0,S0ftware,36.0,Admin
0ede58af-2285-47ac-b4ee-1378f9d0d06e,TWR023,North,Location_66,2024-12-07T10:00:00,2024-12-07T13:05:00,185.0,Power,108.0,User
76f94fa4-7ae8-4e48-9ee6-430f4a8cccef,,West,Location_47,2024-03-14T15:00:00,2024-03-14T15:17:00,17.0,Hardware,44.0,Auto
962fd4eb-6593-4867-92b3-0454e3bc0aa6,TWR013,Central,Location_49,2024-10-24T12:00:00,2024-10-24T13:39:00,99.0,Unkown,84.0,Auto
35fce12a-1877-48da-9969-9f1f96beae06,TWR008,East,Location_9,2024-12-14T14:00:00,2024-12-14T16:38:00,158.0,Unkown,101.0,User
cbdd8b61-3910-4718-9ff7-931f0201a0f0,TWR093,South,Location_5,2024-02-08T15:00:00,2024-02-08T17:28:00,148.0,Software,52.0,Admin
1490c563-d416-4246-94c6-ce673918dbb9,TWR032,South,Location_26,2024-09-19T06:00:00,2024-09-19T09:01:00,181.0,Unkown,152.0,User
ef45bd3d-4011-4cd3-bc3d-5bbf3389f6e4,TWR059,South,Location_22,2024-08-20T14:00:00,2024-08-20T14:04:00,,Hardware,77.0,Auto
15423041-a262-46b6-8999-0bb23567626d,TWR041,East,Location_74,2024-01-24T11:00:00,2024-01-24T11:43:00,43.0,Unkown,46.0,Admin
8e97e0ee-e308-4805-9579-1d027d2a02b7,TWR005,South,Location_85,2024-06-14T10:00:00,2024-06-14T11:48:00,108.0,Software,73.0,Admin
e7966911-7a9d-4ff5-a747-736a2f65a1db,,Central,Location_52,2024-07-31T13:00:00,2024-07-31T13:12:00,12.0,S0ftware,155.0,Admin
69e7958b-66fa-438f-b055-56d30464ccfa,TWR010,West,Location_43,2024-04-08T17:00:00,2024-04-08T18:47:00,107.0,S0ftware,142.0,User
a7850140-92e9-4075-a336-329a75e8a651,TWR091,East,Location_4,2024-04-09T22:00:00,2024-04-09T23:54:00,114.0,Other,77.0,Auto
60084847-0e5f-4be2-9973-9c58123d52e7,TWR046,East,Location_48,2024-03-11T11:00:00,2024-03-11T11:00:00,0.0,Power,63.0,
4cdec0e2-94a4-4e8d-9f5e-03a7cc58435a,TWR021,Central,Mismatch_1,2024-02-09T21:00:00,2024-02-10T01:44:00,284.0,Software,117.0,Auto
3cdf004a-40c3-4d3f-8a58-6b5cb4916c1d,TWR042,East,Location_31,2024-09-10T12:00:00,2024-09-10T11:55:00,-5.0,Power,62.0,Other
507860b8-240a-475a-bdc4-c1c9e90518f7,TWR043,South,Location_15,2024-11-17T23:00:00,2024-11-18T02:38:00,218.0,Unkown,100.0,User
7a73f0da-8850-4e72-8425-03c5b2e522df,TWR042,West,Location_15,2024-04-10T14:00:00,2024-04-10T17:48:00,228.0,Hardware,152.0,Admin
d38249cf-1812-4485-8865-2e00bcdbb22e,TWR038,South,Location_23,,2024-12-22T22:38:00,158.0,Other,,User
09aecc5b-d13c-4a40-937f-d6d617e111b3,TWR004,Central,Location_71,2024-09-06T23:00:00,2024-09-07T01:14:00,134.0,Unkown,174.0,Other
7d57ccc7-e46d-41c1-b12b-b3209244e160,TWR075,North,Location_95,2024-02-02T06:00:00,2024-02-02T08:43:00,163.0,Unkown,70.0,Other
a32e49ba-ee9e-4934-a724-b66e35e6a772,TWR062,South,Location_19,2024-02-12T06:00:00,2024-02-12T07:33:00,93.0,S0ftware,91.0,Auto
d2538875-51fd-4e86-bd35-6191b4589041,TWR002,North,Location_90,2024-06-14T00:00:00,2024-06-14T02:12:00,132.0,Unkown,155.0,Other
e4607369-698b-417a-988d-33aa3d8a3a48,TWR067,Central,Location_51,2024-08-26T20:00:00,2024-08-26T23:40:00,220.0,Other,103.0,Auto
,TWR066,Central,Location_13,2024-11-15T13:00:00,2024-11-15T13:16:00,16.0,Other,111.0,Admin
f275a8e0-3b3c-43ab-ac0e-b08359ef52a8,TWR080,South,Location_15,2024-08-12T10:00:00,2024-08-12T12:39:00,159.0,Other,126.0,Auto
33b8eed9-b5f1-450c-8b18-115373832716,TWR002,East,Location_42,2024-03-14T10:00:00,2024-03-14T13:58:00,,Unkown,21.0,Admin
5128202a-5724-41d0-8f3f-9001efbc70b8,TWR043,West,Mismatch_2,2024-02-26T02:00:00,2024-02-26T05:28:00,208.0,Power,191.0,Auto
9120d67b-e273-41f3-8854-600104b310b9,TWR032,Central,Location_53,2024-04-04T03:00:00,2024-04-04T07:21:00,261.0,Hardware,139.0,Auto
,TWR041,Central,Location_69,2024-09-12T16:00:00,,251.0,Hardware,177.0,Auto
92965a4f-c053-409a-8562-c0c259c84599,TWR069,East,Location_20,2024-02-26T04:00:00,2024-02-26T07:42:00,222.0,Hardware,204.0,Admin
9176a6f0-7b78-4987-985e-ace88f09f530,TWR092,North,Location_60,2024-09-22T07:00:00,2024-09-22T07:24:00,24.0,Software,98.0,Auto
a7c34ae4-627b-4740-b796-c407cc030b63,TWR054,,Location_20,2024-11-21T03:00:00,2024-11-21T04:30:00,90.0,Software,70.0,Admin
33cfec6f-f0a1-4e04-ada7-c76cc1ee694d,TWR075,Central,Location_43,2024-12-19T18:00:00,2024-12-19T22:39:00,279.0,Software,82.0,User
6b65ab5f-3e24-4872-9001-3c9f4241857c,TWR003,East,Location_73,2024-09-08T14:00:00,2024-09-08T14:01:00,1.0,S0ftware,159.0,Auto
ee4f1d9e-d5e7-4447-80bb-35dfabb56340,TWR001,East,Location_98,2024-11-06T17:00:00,,222.0,Software,,User
e3bb94d2-8e62-4b1e-a67c-594d1a8f0b09,TWR049,East,Location_12,2024-08-12T18:00:00,2024-08-12T19:30:00,90.0,Hardware,79.0,Auto
4cfbd98c-944e-432d-a4d4-3f002903a185,TWR023,Central,Location_17,2024-01-08T02:00:00,2024-01-08T06:16:00,256.0,Hardware,50.0,Other
4e8b8763-409a-4b4e-902d-76de935ca2b3,TWR009,North,Location_52,2024-07-31T08:00:00,2024-07-31T10:12:00,132.0,Software,99.0,Admin
4340c292-a540-41f5-916e-580a4e243d97,TWR069,East,Mismatch_4,2024-11-25T02:00:00,2024-11-25T04:39:00,159.0,Software,113.0,Auto
d33b6927-2d64-4027-b345-4abe7e293885,TWR081,North,Mismatch_8,2024-04-09T17:00:00,2024-04-09T17:52:00,52.0,Software,,Auto
1bf77e5e-15bc-4329-b822-8428608aaed4,TWR056,Central,Location_70,2024-07-03T00:00:00,2024-07-03T04:35:00,275.0,Other,51.0,Admin
622c73d1-bb99-441a-868f-2e2fcdde0da0,TWR027,,Location_13,2024-01-21T13:00:00,2024-01-21T14:08:00,68.0,Hardware,123.0,Auto
a1d93c5e-e9e8-4e8c-9feb-53fb8886a5c1,TWR037,South,Location_99,2024-07-16T05:00:00,2024-07-16T07:02:00,122.0,S0ftware,114.0,Admin
d11cc968-979c-4ef7-9b3f-006633b059f1,TWR026,West,Mismatch_10,2024-04-10T22:00:00,2024-04-10T22:57:00,57.0,Software,129.0,Auto
,TWR058,West,Location_11,2024-03-14T22:00:00,2024-03-14T23:38:00,98.0,Software,74.0,Other
502d3839-d00c-4d4e-a7f0-2d528daa1811,TWR082,South,Location_75,2024-06-04T02:00:00,2024-06-04T03:32:00,92.0,S0ftware,,Auto
d1d277c9-67e2-4bf3-bf89-e233dd579bf4,TWR015,North,Mismatch_9,2024-03-28T04:00:00,2024-03-28T04:32:00,32.0,S0ftware,92.0,User
e9b534ee-ee9b-4a58-a5e2-4e571f4ea23d,TWR088,South,Location_44,2024-07-28T00:00:00,2024-07-28T04:10:00,250.0,S0ftware,120.0,Admin
6c3cffaf-e537-40b1-b53f-9903033939e9,TWR057,South,Location_91,2024-01-21T18:00:00,2024-01-21T19:31:00,91.0,Software,54.0,User
65b40ddf-b721-47bf-a712-f3db617c9d0b,TWR021,Central,Location_21,2024-02-26T01:00:00,2024-02-26T04:11:00,191.0,S0ftware,81.0,Other
c962de09-53c2-46a2-9dad-d715eaedd596,TWR051,South,Location_69,2024-01-15T01:00:00,2024-01-15T01:21:00,,Power,125.0,Auto
a6ff9330-bad3-46d3-8d33-a558bb880590,TWR037,South,Location_42,2024-04-16T19:00:00,2024-04-16T23:57:00,297.0,Other,85.0,Auto
828bff17-bc4e-425c-a364-1eb669da031d,TWR100,South,Mismatch_3,2024-02-05T22:00:00,2024-02-05T22:07:00,7.0,Software,101.0,Admin
a7652a04-2809-4757-ac64-5572e861ddf9,TWR095,West,Mismatch_2,2024-02-15T23:00:00,2024-02-16T02:56:00,236.0,Software,13.0,Admin
32b4fbbf-2407-4767-a130-b4a2912b939f,TWR068,Central,Location_32,2024-04-29T16:00:00,2024-04-29T20:53:00,293.0,Other,142.0,Admin
c7337b32-92a4-44e8-a865-a15c1e287e34,TWR013,Central,Location_77,2024-09-27T01:00:00,2024-09-27T02:24:00,84.0,Software,123.0,Admin
255d9438-c4d7-4586-bf54-5ce5df1ba697,TWR001,North,Location_29,2024-02-20T12:00:00,2024-02-20T12:55:00,55.0,Other,78.0,Auto
1d84d4bd-184c-4f60-870a-0130aefb17a6,TWR052,East,Mismatch_10,2024-01-10T00:00:00,2024-01-10T02:39:00,159.0,Unkown,160.0,Other
f3782b7c-e3fb-40c4-bfd2-6f023566ab15,TWR001,North,Location_49,2024-05-22T22:00:00,2024-05-22T22:55:00,55.0,Power,53.0,User
33d2ca15-846d-4224-a417-6b1aa8950759,TWR045,South,Mismatch_2,2024-01-26T03:00:00,2024-01-26T06:32:00,212.0,S0ftware,73.0,Auto
05d8a8ed-cbee-468d-b41f-7306abdcda7b,TWR004,West,Location_93,2024-03-08T06:00:00,2024-03-08T07:32:00,92.0,Unkown,128.0,Auto
d6733488-b6e6-40fa-92a8-61a4e048a76a,TWR005,East,Location_31,2024-03-28T20:00:00,2024-03-28T20:49:00,49.0,Other,154.0,User
6d227e85-1140-4790-ba5b-86ba66a61c99,TWR095,West,Mismatch_6,2024-04-15T10:00:00,2024-04-15T11:45:00,105.0,Other,142.0,Auto
5f751f32-7440-42a2-9929-575398b7a243,TWR002,South,Location_37,,2024-02-23T01:38:00,278.0,S0ftware,148.0,Auto
9af21337-b084-4f46-ae74-3a6266fe68c6,TWR010,Central,Location_69,2024-04-20T21:00:00,2024-04-20T22:44:00,104.0,Hardware,167.0,User
7f6ad03e-9ece-4d7d-b2e6-6a5fc6c18c2d,TWR062,Central,Mismatch_3,2024-07-31T03:00:00,2024-07-31T04:03:00,63.0,Hardware,111.0,Other
bf21c8d0-0c3e-4efb-9891-949a4579317b,TWR021,East,Location_13,2024-10-07T18:00:00,2024-10-07T19:28:00,88.0,Software,105.0,User
c00047d4-a700-444e-8a67-2e0b3f32a358,TWR039,Central,Location_97,2024-10-13T05:00:00,2024-10-13T08:24:00,204.0,Unkown,126.0,Admin
decffc7f-d31c-4889-9de0-7b9e6cb34e12,,Central,Location_57,2024-06-26T21:00:00,2024-06-26T21:15:00,15.0,Software,69.0,Other
5905e96e-31c4-4e24-8a80-04f03c3b49d0,TWR051,South,Location_58,2024-12-02T14:00:00,2024-12-02T16:27:00,147.0,Other,175.0,Auto
f1e4e7cb-8575-439d-b3f2-a05a7c78612a,TWR075,,Location_72,2024-05-13T07:00:00,2024-05-13T07:11:00,11.0,Other,62.0,User
e6fd4c9d-0778-4453-b0c7-20f8fc4ef860,TWR082,West,Location_60,2024-02-23T20:00:00,2024-02-23T20:46:00,46.0,Power,117.0,Auto
c9d4abf4-a0fb-41fa-bf76-a240ac469e94,TWR075,North,Location_36,2024-01-04T03:00:00,2024-01-04T07:39:00,279.0,Hardware,74.0,Admin
e2b80379-a3a4-4c93-a6f7-7d7194a6ee98,TWR072,Central,Location_73,2024-04-10T22:00:00,2024-04-10T21:31:00,-29.0,Unkown,68.0,Other
cd247c77-0170-49fb-bee2-d7e851365d3d,TWR093,North,Location_21,2024-01-13T09:00:00,2024-01-13T08:40:00,-20.0,S0ftware,154.0,User
